Job Name,label,Company Name,Job Type,Experience Required,Department,JD,City,Date Posted
Full Time Client Executive Jobs in Pakistan,,"Ypik Group, Pakistan",Full Time Jobs,1 Year Job Exp.,Customer Service Jobs,"Position Vacant: Client ExecutiveCandidates Required: 5Client Servicing Executive Job Description:We are looking to employ an experienced Client Servicing Executive to handle all client inquiries, concerns, and complaints in a professional manner. Th",Lahore,8-Feb-21
Full Time Sr. Android Developer Job in Pakistan,,"TheITZon, Pakistan",Full Time Job,2 Years Job Exp.,Computer Software Job,"Your role as an App developer with the team to build the Mobile app ecosystem is very important.Responsibilities:
&bull; Transform UI/UX into high quality code.
&bull; Ensure the best possible performance, quality, and responsiveness of the applicati",Islamabad,8-Feb-21
Full Time Recruitment Researcher & Data Entry Operator (Trainee & Experienced) Jobs in Pakistan,,"ResourceSmith, Pakistan",Full Time Jobs,Job for Fresh Graduates,HR & Recruiting Jobs,"resourceSmith established in 2010 has been servicing the International Recruitment industry from our office based in Lahore, Pakistan.We are looking for young, energetic graduates who are looking to work in a fast-paced environment.Whether you are a",Lahore,8-Feb-21
Full Time Graphics Designer / Game Artist Jobs in Pakistan,,"Spark Game Studios, Pakistan",Full Time Jobs,1 Year Job Exp.,Computer Software Jobs,"Spark Game Studios is Looking for an experienced Graphics Designer / Game Artist .Great visual sense.Advanced Photoshop UserAbility to produce high quality screenshots, Icons and Game Art.Experience in Designing GUI for Games(plus point) Experience w",Islamabad,8-Feb-21
Full Time Personal Assistant  Job in Pakistan,,"Diamond Plastic Industries , Pakistan",Full Time Job,< 1 Year,Production Job,Personal assistant to manage office workKnowledge about English and must be a practical person,Karachi,8-Feb-21
Full Time Affiliate Marketing Internship Job in Pakistan,,"DIgital Era Professionals, Pakistan",Full Time Job,Job for Fresh Graduates,IT Job,"We are looking for fresh candidates who are searching for internship programs in Lahore only which can lead to a suitable job.
The internship program will be for 4 months. In this program 2 months are unpaid and 2 months are paid.
After successfully",Lahore,8-Feb-21
Full Time Social Media Marketing Internship Job in Pakistan,,"DIgital Era Professionals, Pakistan",Full Time Job,Job for Fresh Graduates,IT Job,"We are looking for fresh candidates who are searching for internship programs in Lahore only which can lead to a suitable job.
The internship program will be for 4 months. In this program 2 months are unpaid and 2 months are paid.
After successfully",Lahore,8-Feb-21
Full Time GMB Optimization Internship Job in Pakistan,,"DIgital Era Professionals, Pakistan",Full Time Job,Job for Fresh Graduates,IT Job,"We are looking for fresh candidates who are searching for internship programs in Lahore only which can lead to a suitable job.
The internship program will be for 4 months. In this program 2 months are unpaid and 2 months are paid.
After successfully",Lahore,8-Feb-21
Full Time SEO Internship Job in Pakistan,,"DIgital Era Professionals, Pakistan",Full Time Job,Job for Fresh Graduates,IT Job,"We are looking for fresh candidates who are searching for internship programs in Lahore only which can lead to a suitable job.
The internship program will be for 4 months. In this program 2 months are unpaid and 2 months are paid.
After successfully",Lahore,8-Feb-21
Full Time Wordpress Internship Job in Pakistan,,"DIgital Era Professionals, Pakistan",Full Time Job,Job for Fresh Graduates,IT Job,"We are looking for fresh candidates who are searching for internship programs in Lahore only which can lead to a suitable job.
The internship program will be for 4 months. In this program 2 months are unpaid and 2 months are paid.
After successfully",Lahore,8-Feb-21
Full Time Winter Internship Jobs in Pakistan,,"DIgital Era Professionals, Pakistan",Full Time Jobs,Job for Fresh Graduates,IT Jobs,"We are looking for fresh candidates who are searching for internship programs in Lahore only which can lead to a suitable job.
The internship program will be for 4 months. In this program 2 months are unpaid and 2 months are paid.
After successfully",Lahore,8-Feb-21
Full Time Sales And Marketing Executive Jobs in Pakistan,,"Batool Homefit, Pakistan",Full Time Jobs,< 1 Year,Sales Jobs,"We are looking for a professional sales/marketing executives male only for Batool Homefit Faisalabad
Responsibilities include marketing listings and providing guidance to sellers, meetings, telecons,social media all tools the candidate should be well",Faisalabad,8-Feb-21
Full Time HR Assistant Jobs in Pakistan,,"Mbin, Pakistan",Full Time Jobs,< 1 Year,Management Jobs,"Job Opportunity for Candidates in SialkotWe are looking for a HR Assistant.The Candidate will be responsible for different types of Tasks.We Offer:*Attractive Salary Package
*Bonuses and Increment based on Performance
*Relax EnvironmentAt Mbin we off",Sialkot,8-Feb-21
Full Time Customer Care & Training Executive Job in Pakistan,,"Tianshi International Pakistan Co. (Pvt) Ltd, Pakistan",Full Time Job,2 Years Job Exp.,Healthcare Job,"Answer queries from customers or phone related to business, products, stock, etc in a professional and polite manner.Issue forms/Invoices for business, process counter sales, enter daily sales in TIS correctly and keep records properly. Avoid mistake",Lahore,8-Feb-21
Full Time Online Quran Tutor Job in Pakistan,,"UBM Technologies Pvt Ltd, Pakistan",Full Time Job,2 Years Job Exp.,Education Job,We need Online Quran teacher who can teach Quran online to our students and supervision of existing Quran tutors.,Lahore,8-Feb-21
Full Time PHP Developer Job in Pakistan,,"Q3Logics, Pakistan",Full Time Job,1 Year Job Exp.,Web & E-commerce Job,"The job requires you to be the PHP developer of web applications.In your CV, please ensure you include details of your role on previous projects, and if possible, provide links to closed projects.",Karachi,8-Feb-21
Full Time Call Center Agents / Executives - Night Shift Jobs in Pakistan,,"Intersoft BPO Solutions, Pakistan",Full Time Jobs,1 Year Job Exp.,Customer Service Jobs,"We are a leading BPO/Cann Center company based in Lahore, Pakistan.As part of our expension plans, we are actively hiring Call Center Agents / Executives.About the Organization:Intersoft BPO Solutions is one of the leading BPO and IT Solutions provid",Lahore,7-Feb-21
Full Time Graphic Illustrator Job in Pakistan,,"Paramount Books (Pvt.) Ltd, Pakistan",Full Time Job,1 Year Job Exp.,Publishing Job,Brainstorming with the publishing and design team to come up with image ideasPreparing and designing rough draft illustrations according to given specificationsDefining any budget or time limitationsCreating complete illustrations by combining painti,Karachi,7-Feb-21
Full Time Editorial Assistant Job in Pakistan,,"Paramount Books (Pvt.) Ltd, Pakistan",Full Time Job,1 Year Job Exp.,Publishing Job,"The job involves multitasking; editing/proof-reading school textbooks and general titlesCommunicate clearly, accurately, and professionally, both verbally and in writing, and be comfortable collaborating with designing and publishing team",Karachi,7-Feb-21
Full Time Manager Apparel Job in Pakistan,,"Khurshid Textiles, Pakistan",Full Time Job,< 1 Year,Production Job,1. Candidate should know how to analyze the labor productivity in the factory and sewing lines.2. Candidate should be able to estimate line capacity cmt estimation based on sketches and samples3. Providing estimated costing and productivity to market,Lahore,7-Feb-21
Online Full Time Social Media Manager Job in Pakistan,,"MJK Enterprises Pvt Ltd, Pakistan",Full Time Job,1 Year Job Exp.,Management Job,Managing social media accountsTaking orders from online and offline customersBringing sales from social mediaPosting products on social mediaManaging the campaignsCommunicating with the team,Lahore,6-Feb-21
Full Time Graphic Designer / Motion Designer Jobs in Pakistan,,"Qcepts, Pakistan",Full Time Jobs,< 1 Year,Marketing Jobs,"Our Company is seeking for a Graphic Designer/Motion Designer who wants to be a part of our High Growth trajectory.
Responsibilities:
&bull; Must be well aware of the after-effects technique and the application of Kinetic Typography.
&bull; Must be k",Karachi,6-Feb-21
Full Time Accounts Manager Job in Pakistan,,"Zunair Khalid Engineering Works , Pakistan",Full Time Job,< 1 Year,Engineering Job,"We required candidate for accounts manager post for accounts .Post offered is MANAGER ACCOUNTS .Candidate must have master degree ,and experienced in related field .",Faisalabad,6-Feb-21
Full Time Fast Food Chef Job in Pakistan,,"Cross Road Cafe, Pakistan",Full Time Job,2 Years Job Exp.,Restaurant Job,"A candidate who completes food preparation duties according to sanitation and hygiene standards in order to quickly and accurately fill customer requests.This involves operating all kitchen equipment, cooking restaurant menu items according to recipe",Islamabad,6-Feb-21
Full Time Call Center Representative Jobs in Pakistan,,"STGlobal, Pakistan",Full Time Jobs,< 1 Year,Support Services Jobs,"STG is now looking for &quot;call center representatives - international&quot; for multiple inbound/outbound corporate projects,Fixed salary (Strictly No sales No targets)
Wvery 3 months growth &amp; increment in package
incentives up to 70kRegional",Karachi,6-Feb-21
Online Full Time Social Media Marketers And Content Writers Jobs in Pakistan,,"Financial Network Limited, Pakistan",Full Time Jobs,3 Years Job Exp.,Media Jobs,"If you are passionate, creative, dedicated and can work independently online then apply today!Minimum 2 years experience. No time wasters. We are looking for ambitious result driven individuals. Skilled in social media marketing and content creation.",Lahore,5-Feb-21
Online Full Time Video Animator And Graphic Designer Jobs in Pakistan,,"Financial Network Limited, Pakistan",Full Time Jobs,3 Years Job Exp.,Media Jobs,"If you are passionate, creative, dedicated and can work independently online then apply today!Minimum 2 years experience. No time wasters. We are looking for a full-time experienced Video Animator and graphic designer. Having UI/UX experience would b",Lahore,5-Feb-21
Full Time Pharmacy Salesman  Job in Pakistan,,"Pharmacy, Pakistan",Full Time Job,1 Year Job Exp.,Sales Job,Salesman required for pharmacy in dha phase 2 islamabadShould have knowledge about medicinesShould know how to make entries in the system of the stockShould have worked in a pharmacy as a salesman,Islamabad,5-Feb-21
Full Time Human Resources Specialist Job in Pakistan,,"GlobeConnect Telecom, Pakistan",Full Time Job,2 Years Job Exp.,Customer Service Job,"We are looking for a Talent Acquisition Specialist to join our Human Resources department and oversee our full-cycle recruiting.&bull; Talent Acquisition responsibilities include sourcing candidates through various channels, planning interview and se",Islamabad,5-Feb-21
Full Time Principal Software Engineer Jobs in Pakistan,,"Global Software Consulting, Pakistan",Full Time Jobs,< 1 Year,Computer Software Jobs,Multiple opening at gsoftconsulting lahore office #PrincipalSoftwareEngineer / #Teamlead (4)Requirement: - Bachelor&rsquo;s Degree plus a minimum of 4 years of related experience. -Postgres Post your resume now,Lahore,5-Feb-21
Full Time Senior PHP / Laravel Developer Jobs in Pakistan,,"Peek International, Pakistan",Full Time Jobs,2 Years Job Exp.,IT Jobs,"We are looking for a an experienced web/software developer having expertise in PHP/Laravel/vue.js development as well, who is dedicated to craft, writes code that is proud of and can hit the ground running. We need you to write beautiful, fast PHP to",Islamabad,5-Feb-21
Full Time Call Center Agent Job in Pakistan,,"Skies International, Pakistan",Full Time Job,< 1 Year,Customer Service Job,"We SkiesInternational looking for a female call center agent for our inbound Customer Support campaign.Candidate will be responsible to answer calls and take required information from customer.Candidate must be able to read and draft emails, and answ",Bahawalpur,5-Feb-21
Full Time CSR / Call Center Agents Job in Pakistan,,"IAK Communications , Pakistan",Full Time Job,< 1 Year,Customer Service Job,We are looking for CSR AGENT..time 3pm to 12amSaturday Sunday off..5 working days,Islamabad,5-Feb-21
Full Time Business Development Executive - Auto Trading Industry Job in Pakistan,,"Mysha Traders Japan, Pakistan",Full Time Job,< 1 Year,Sales Job,We are hiring for Business Development Executive.The ideal candidate will have experience in all stages of the sales cycle. They should be confident with building new client relationship and maintaining existing ones. They should have evidence of str,Karachi,5-Feb-21
Full Time Sr. Sales Associate Jobs in Pakistan,,"Mclean Intelligent Workforce, Pakistan",Full Time Jobs,2 Years Job Exp.,Customer Service Jobs,Job Description:Form and operate B2B outbound cold calling to the businesses located in US market on behalf of clients mostly from IT Industry and Email marketing.Giving brief telephonic presentation to the customers of the particular product or serv,Karachi,5-Feb-21
Full Time Telemarketing Representative Jobs in Pakistan,,"Inspire Estimates, Pakistan",Full Time Jobs,1 Year Job Exp.,Consulting Jobs,We are looking for fresh and experienced individuals as telesales representatives having an excellent english spoken for international projects/compaigns. Able to work at night shifts. Hansome salary will be offered. To be part of our company you sho,Lahore,5-Feb-21
Full Time Customer Service Representative Jobs in Pakistan,,"Marketified, Pakistan",Full Time Jobs,< 1 Year,Marketing Jobs,"Marketified is looking for Energetic and Qualified:- Customer Sales Representative- Senior Customer Sales RepresentativeIf you have an experience in call-center, can speak in English and can understand English, you&#39;re qualified for an interview.",Islamabad,5-Feb-21
Full Time Manager Financial Services  Jobs in Pakistan,,"IGI Life Vitality - Takaful Company of Packages Group, Pakistan",Full Time Jobs,< 1 Year,Finance Jobs,A well known Takaful Company which is part of Packages Group is hiring for its Islamabad Branch.We offer:1. Market competitive salary2. Incentive3. Trainings4. International and domestic tours5. Modern work environment.,Islamabad,5-Feb-21
Full Time Telesales Executive Jobs in Pakistan,,"Aims Technologies, Pakistan",Full Time Jobs,Job for Fresh Graduates,Sales Jobs,"As a Telesales Executive, you will be focused on getting customers to onboard with us and also offer our service to potential customers. Your main duties and responsibilities will include, but not limited to:Proactive outbound calls to customers for",Faisalabad,4-Feb-21
Full Time API Developer Jobs in Pakistan,,"HYCUBE, Pakistan",Full Time Jobs,1 Year Job Exp.,IT Jobs,"We believe any business should be able to effortlessly trade data. We work tirelessly to tear down this last barrier between open source and authentication. We have a global workforce that strategically operates from North America, Europe, and Asia.",Islamabad,4-Feb-21
Full Time Business Development Executive Jobs in Pakistan,,"Atwics Islamabad, Pakistan",Full Time Jobs,1 Year Job Exp.,Consulting Jobs,"A multinational company with six branches is hiring for its Islamabad branch.Positions:
i.Business Development Executive (Male/Female)",Islamabad,4-Feb-21
Full Time Android Application Developer  Jobs in Pakistan,,"Salesflo, Pakistan",Full Time Jobs,< 1 Year,IT Jobs,Salesflo is seeking fresh and experienced Android Application Developer for our Hyderabad Office.Job BenefitsHealth InsuranceFree OPDPersonal LeaveSick LeaveYealy BounsCompetitive SalarySend your resume now,Hyderabad,4-Feb-21
Full Time Operations Assistant Job in Pakistan,,"Naoplas Ltd., Pakistan",Full Time Job,< 1 Year,Management Job,"About us We are Naoplas, a start up committed to zero waste in personal hygiene through our sustainably sourced range of toothbrushes and dental care. We have big plans and now need an ambitious, goals driven and energetic Operations Assistant to hel",Karachi,4-Feb-21
Full Time Medical Research Writer  Jobs in Pakistan,,"Granule Services , Pakistan",Full Time Jobs,Job for Fresh Graduates,Education Jobs,"As decided by the executive heads, Granule Services wants to board in more employees for the post of Medical Research Analyst.We require the candidates, applying for this post, to be holding at least a BS degree (medical technology field that include",Karachi,4-Feb-21
Full Time Information Technology Technical Recruiter Job in Pakistan,,"Xavor Corporation, Pakistan",Full Time Job,4 Years Job Exp.,Engineering Job,Partner with leadership team to get a clear view on their strategic and financial objectives and hiring needsWriting and posting technical job descriptionsPossess specialized skills and qualifications to screen IT resumesPerform pre-screening calls t,Lahore,4-Feb-21
Full Time Wordpress Developer Job in Pakistan,,"Xavor Corporation, Pakistan",Full Time Job,1 Year Job Exp.,Engineering Job,"&bull; Convert the given designs into functional websites using CMS page builders, Bootstrap, iQuery, HTML5 or any given technology.&bull; Creating WordPress themes using standard WordPress practices&bull; Creating WordPress custom plugins for multi-",Lahore,4-Feb-21
Full Time Telecom Sales Executive Jobs in Pakistan,,"Brain Telecommunication Ltd, Pakistan",Full Time Jobs,2 Years Job Exp.,Sales Jobs,a) REGULAR DUTIES/RESPONSIBILITIES:* Design enterprise level solutions.* Business development / look for new business area.* Set up meeting with potential clients.* Meet sales targets.* Handle Corporate Clients and response to corporate queries.* Rep,Lahore,4-Feb-21
Full Time Sales & Marketing Executive Jobs in Pakistan,,"Daiwal Associate Pvt. Ltd, Pakistan",Full Time Jobs,2 Years Job Exp.,Construction Jobs,"Job Only for Females. Handsome Salary + Commission + TransportBachelor Degree In Marketing from a reputable university. A leading real estate marketing Company, Daiwal Associate Pvt Limited is seeking dynamic, energetic and professionals for its Bahr",Karachi,4-Feb-21
Full Time Customer Service Representative Fresh Or Experienced Job in Pakistan,,"VitaminDeck, Pakistan",Full Time Job,< 1 Year,Customer Service Job,"We are looking for candidates for the position of Customer Service Representative for &quot;VitaminDeck&quot;.The successful candidate will be able to accept ownership for effectively solving customer issues, complaints and inquiries.",Karachi,4-Feb-21
Full Time Accounts Assistant Job in Pakistan,,"Dupas Cosmetics, Pakistan",Full Time Job,2 Years Job Exp.,Accounting Job,Creating and processing invoicesCross-checking invoices with payments and expenses to ensure accuracyManaging a company&#39;s accounts payable and receivableSending bills and invoices to clientsTracking organization expensesProcessing refundsWorking,Islamabad,4-Feb-21
Full Time Junior Dot Net Developer Jobs in Pakistan,,"AgileTech Studio, Pakistan",Full Time Jobs,< 1 Year,Computer Software Jobs,"We are looking for Junior .NET Developer. Requirements: Knowledge of at least one of the .NET languages (e.g. C#, Visual Basic .NET) and HTML5/CSS3 Familiarity with architecture styles/APIs (REST, RPC) Understanding of Agile methodologies Excellent t",Lahore,4-Feb-21
Full Time Team Lead Jobs in Pakistan,,"Things Access, Pakistan",Full Time Jobs,3 Years Job Exp.,Computer Software Jobs,We are a startup and building a team of talented and commiutted professionals who are interested to work in the IoT technologies.A senior developer who has an experience of software development life cycle and can lead the team working in Web and Mobi,Lahore,4-Feb-21
Full Time Salesman Outdoor (Urgent) Job in Pakistan,,"OnDemand Store, Pakistan",Full Time Job,< 1 Year,Sales Job,"Require an Honest, Motivated and Hardworking Outdoor Saleman on commission basis for Multan.Keep in mind that this job is totally on commission basis. Follow the simple rule &quot;Sell more, Earn more&quot;. The main task of the saleman will be to vi",Multan,4-Feb-21
Full Time Data Entry Job in Pakistan,,"Regent Studio, Pakistan",Full Time Job,Job for Students,IT Job,We Need candidates for Data Entry and Web Research Work.Salary will be increased after some time.All candidates must have Computer Knowledge.We will Prefer those who have their Own Laptop.Candidate living near Johar Town will also be preferred.,Lahore,4-Feb-21
Full Time Flutter Developer Job in Pakistan,,"Regent Studio, Pakistan",Full Time Job,Job for Fresh Graduates,IT Job,"Hello Everyone,We have a Software House in LahoreWe Need candidates for Flutter Development.Salary will be increased after some time.We will Prefer those who have their Own Laptop.Candidate living near Johar Town will also be preferred.",Lahore,4-Feb-21
Full Time Graphics Designer Job in Pakistan,,"Regent Studio, Pakistan",Full Time Job,Job for Students,IT Job,"Hello Everyone,We have a Software House in LahoreWe Need candidates for Graphics Designing.Salary will be increased after some time.We will Prefer those who have their Own Laptop.Candidate living near Johar Town will also be preferred.",Lahore,4-Feb-21
Full Time Technical Writer Jobs in Pakistan,,"Noxx Services, Pakistan",Full Time Jobs,1 Year Job Exp.,IT Jobs,"As a technical writer, you&rsquo;ll get to create content that shares our expertise and vision, promote our brand, and makes an impact across many different digital platforms. More specifically, you&rsquo;ll get to:Write, edit and publish content for",Peshawar,4-Feb-21
Full Time Business Development Executive - BDE Jobs in Pakistan,,"HG Markets Pvt Ltd, Pakistan",Full Time Jobs,< 1 Year,Sales Jobs,To generate quality leads that result in sales.Cold calling to arrange meetings with potential customers to prospect for business.Work with team to achieve sales performance targets.Develop and maintain client portfolioOnline commodity Trading (Train,Karachi,4-Feb-21
Full Time SEO Executive  Job in Pakistan,,"PNM Group, Pakistan",Full Time Job,3 Years Job Exp.,Web & E-commerce Job,"PNM Group is one of the leading branding companies in the Greater Toronto Area. We are hiring a talented SEO Specialist professional to join our team at our production office, Islamabad. If you&#39;re excited to be part of a winning team, PNM Group i",Islamabad,3-Feb-21
Full Time Customer Service Representative Jobs in Pakistan,,"WorldLink Bpo, Pakistan",Full Time Jobs,< 1 Year,Customer Service Jobs,Worldlink Bpo Looking for Energetic Male and Female for the Post of &ldquo;Call Center Executive&rdquo; for our US Based *DIRECTV* Campaign.Experience Candidates are Preferred But Fresh Candidates with Good English Speaking Skills can also apply with,Islamabad,3-Feb-21
Full Time Experienced UI / UX Designer Job in Pakistan,,"Logicon, Pakistan",Full Time Job,3 Years Job Exp.,IT Job,"We are looking for a UI/UX Designer to turn our software into easy-to-use products for our clients.UI/UX Designer responsibilities include gathering user requirements, designing graphic elements and building navigation components. To be successful in",Lahore,3-Feb-21
Full Time Chef Job in Pakistan,,"UBM Technologies Pvt Ltd, Pakistan",Full Time Job,2 Years Job Exp.,Restaurant Job,"We are looking for experienced Chef which can prepare meals and fast foods for our customers.Job Descriptions: 1- Cutting and cooking of food
2- Prepare meals and foods all types such as Nihaari, Haleem, Karahi, Qourma, Koofta and Biriyani
3- Prepari",Lahore,3-Feb-21
Full Time Android / IOS Developers Jobs in Pakistan,,"SevenSol, Pakistan",Full Time Jobs,1 Year Job Exp.,Computer Software Jobs,"Experienced Android Developers Required for full time office job.
Experienced IOS Developers Are required for full time office job.
must have 1.5 years or more experienced
Should have knoweldge of Web API integration.",Islamabad,3-Feb-21
Full Time Full Stack PHP Laravel Developer Jobs in Pakistan,,"Highapp, Pakistan",Full Time Jobs,2 Years Job Exp.,Web & E-commerce Jobs,"We are looking to hire an experienced PHP Developer to help us keep growing. If you&#39;re hard-working, dedicated, Multitalented and want get more polish your with your skills. It is an ideal place to get ahead. Apply today!Qualifications :Proven ex",Lahore,3-Feb-21
Full Time Graphic Designer Jobs in Pakistan,,"Cyber Peak Solutions, Pakistan",Full Time Jobs,5 Years Job Exp.,Web & E-commerce Jobs,"Cyber Peak Solutions, USA headquartered Company is rapidly growing with market-defining clients in the US, Canada, and Europe.We are looking for 4-5 Creative Graphic Designers with 2-5 Years of experience. Please include the Portfolio linkFresh Gradu",Islamabad,2-Feb-21
Full Time Sales And Marketing Executive / AM Sales And Marketing / Marketing Manager Job in Pakistan,,"Star Marketing (Pvt.) Ltd., Pakistan",Full Time Job,5 Years Job Exp.,Real Estate Job,"A leading real estate marketing Company, Star Marketing Pvt Limited is seeking dynamic, energetic and professionals for its Islamabad Office.The individual should have minimum 03-05 years hands-on experience with proven track record of sales and mark",Islamabad,2-Feb-21
Full Time Front Desk Job in Pakistan,,"Confidential, Pakistan",Full Time Job,1 Year Job Exp.,Admin Job,"Greet people entering the building, answering any questions, providing directions and alerting staff when someone is there to visit themAnswer a multiple line phone system, manage calls by routing them to the proper extensions and taking messages and",Islamabad,2-Feb-21
Full Time Unity Game Developers Jobs in Pakistan,,"Big4 Technology, Pakistan",Full Time Jobs,< 1 Year,Computer Software Jobs,"Looking for multiple Full Stack Unity Game Developers with 2+ years of experience in below skill set:
* C / C+ / C#
* Unity 2D / 3D - UI / UX
* Game Design
* Strong command on basic OOP &amp; Scripting
* salary range 45k to 75k
Please share your upda",Islamabad,2-Feb-21
Full Time Godown Incharge  Job in Pakistan,,"Mohsin Jamil, Pakistan",Full Time Job,1 Year Job Exp.,Warehousing Job,Update bin cards on daily basis.Maintain proper stacking Heights and follow international warehousing standards as guided by Head Supply Chain Operations.Always keep warehouse documentation records up to date.Receive finished goods from the productio,Karachi,2-Feb-21
Full Time Spanish Speaker - Customer Care Representative  Jobs in Pakistan,,"Green Gate Private Limited, Pakistan",Full Time Jobs,< 1 Year,Customer Service Jobs,We are looking for a Spanish Customer care representative.Provide CS to all our consumers in SpanishShould be involved in both voice/no voice operations.Follow defined SOP to contribute towards floor performanceShare shift summaries and reports with,Islamabad,2-Feb-21
Full Time Graphic Designer Jobs in Pakistan,,"Surtive, Pakistan",Full Time Jobs,2 Years Job Exp.,Marketing Jobs,"Are you a creative designer?We are looking for a creative and professional Graphic Designer*INCLUDE YOUR PORTFOLIO LINK IN THE RESUME OTHERWISE, IT WILL BE REJECTED*If you are someone who can lead a project from the point of Designing Creative Posts",Karachi,2-Feb-21
Online Full Time Youtube Host Job in Pakistan,,"Capavis, DE, Pakistan",Full Time Job,< 1 Year,Media Job,We are looking to hire a Host. Will be responsible for coordination. Will be handling virtual reception. Should have good communication skills.This is a work from Home job so candidate must meet basic requirements:A Laptop with a working cameraStable,Lahore,2-Feb-21
Full Time Business Development Manager (Local & International) Jobs in Pakistan,,"Polly Wears Pakistan, Pakistan",Full Time Jobs,< 1 Year,Sales Jobs,We are one of the leading apparel manufacturing company in Pakistan looking for energeticand dynamic persons for the following positions.&bull; Business Development Manager (Male or Female) (1 Vacancy)Job Type: Full-timeQualification: Graduation or e,Sialkot,2-Feb-21
Full Time Marketing  / Sales Officer Jobs in Pakistan,,"Sofnix (SMC-Private) Limited., Pakistan",Full Time Jobs,2 Years Job Exp.,Marketing Jobs,We are looking for Aspiring Individuals from Rawalpindi/Islamabad to join fast-growing marketing Work Force on Part Time/Full Time/Target Based appointments.Main Job Tasks and Responsibilities:Identify and develop new customersMeet assigned sales/col,Islamabad,2-Feb-21
Online Full Time Copywriter Job in Pakistan,,"Rija Media, Pakistan",Full Time Job,2 Years Job Exp.,Web & E-commerce Job,"We require a copywriter to produce excellent English copy suitable for website &amp; social media use.The copy will be mainly for 2 websites - one is a web development company, offering web design, SEO, social media etc, the other is a sales training",Faisalabad,1-Feb-21
Full Time Email/Chat Support Specialist - Retail Industry Jobs in Pakistan,,"ibex, Pakistan",Full Time Jobs,Job for Students,Customer Service Jobs,"Location : KarachiJob Overview:
Email/Chat Support Specialist will be responsible to act as a liaison between the largest U.S. based retail giant and its customers through live chat or email. The Specialist will be obliged to maintain the company&rsq",Karachi,1-Feb-21
Full Time Email And Chat Support Executive - Foodpanda Jobs in Pakistan,,"ibex, Pakistan",Full Time Jobs,Job for Students,Customer Service Jobs,"Responsible for acting as a liaison between our customer and the respective client. Provides assistance via Chat and/or Email to the customers with their questions, issues, new orders, service delivery requirements, billing, and any other query. Esca",Karachi,1-Feb-21
Full Time Inbound Sales Specialist Jobs in Pakistan,,"ibex, Pakistan",Full Time Jobs,Job for Students,Customer Service Jobs,"An Inbound Sales Specialist plays an important in achieving our ambitious customer acquisition and revenue growth objectives. S/he is comfortable receiving a healthy number of calls per day, generating interest, qualifying prospects, closing sales an",Karachi,1-Feb-21
Full Time Customer Support Specialist - International Jobs in Pakistan,,"ibex, Pakistan",Full Time Jobs,Job for Students,Customer Service Jobs,"Responsible for acting as a liaison between our customer and the respective client. Provides assistance to the customers with their questions, issues, new orders, service delivery requirements, billing, and any other query.Location: Karachi, Lahore &",Karachi,1-Feb-21
Full Time IOS Developer Job in Pakistan,,"SyntaxDoc, Pakistan",Full Time Job,< 1 Year,Computer Software Job,"Fresh (having at least 2 apps live on ios store)to 2 years of experience building native iOS apps.Proficient with Objective-C &amp; Swift.Hands-on with Rx Swift and MV VM.Hands-on experience with Core Data, Threading &amp; performance tuning.familiar",Islamabad,1-Feb-21
Full Time Marketing Manager Job in Pakistan,,"Peak Surgicals, Pakistan",Full Time Job,1 Year Job Exp.,Healthcare Job,We need a person who help us to manage our website Also he take complete charge of customer care And maintaint our company stock managment,Sialkot,1-Feb-21
Full Time PHP/ Wordpress Developer Job in Pakistan,,"Knight Coderz, Pakistan",Full Time Job,3 Years Job Exp.,Web & E-commerce Job,"&bull; Minimum 3-year experience of PHP programming, &bull; MySQL, HTML, CSS and JavaScript, jQuery.
&bull; Experience working with WordPress at a PHP code level.
&bull; Should be able to convert design to pixel perfect responsive HTML5/CSS3.
&bull;",Abbottabad,1-Feb-21
Full Time Sales Representative Jobs in Pakistan,,"Fox Chamber, Pakistan",Full Time Jobs,2 Years Job Exp.,Web & E-commerce Jobs,"Experience Required : Minimum 2 Year
Job Type : FULL_TIME
Benefit : Handsome Commission, Lunch, Annual Leave &amp; Much More
Apply Now",Karachi,1-Feb-21
Full Time Call Center Agents Job in Pakistan,,"Expert Helping Businesses, Pakistan",Full Time Job,< 1 Year,Customer Service Job,"Call Center agent required for US-based sales campaign (night shift - 6:30 pm to 3:30am).US Based Company is looking to hire Passionate, Motivated, and Experienced male and females representatives for telemarketing of US Projects.Excellent Spoken Eng",Karachi,1-Feb-21
Full Time SEO (Search Engine Optimization) Internship Jobs in Pakistan,,"Digital Marketing, Pakistan",Full Time Jobs,< 1 Year,Web & E-commerce Jobs,We provides you an opportunity to Get start Your Career in SEO - Search Engine Optimization USA Based E-Commerce website.We are offering NON PAID Internship for One month after one month your 5k stipend will start.We train you all SEO On Page &amp; O,Karachi,1-Feb-21
Full Time Marketing Manager Jobs in Pakistan,,"AS Sports, Pakistan",Full Time Jobs,2 Years Job Exp.,Sales Jobs,"ResponsibilitiesManagement over off on-site and off-site SEO with the goal of improving SEO performance against defined KPIs: search visibility, visits, leads, engagement metrics, and conversionsDevelop and optimizations strategies that increase the",Sialkot,1-Feb-21
Full Time SQL Server/Database Developer Job in Pakistan,,"KnovaSol, Pakistan",Full Time Job,2 Years Job Exp.,Computer Software Job,We need SQL Server/Database Developer with 2 years experience..Net Development will be a plus.A good team player.Must have self learning capabilities.,Islamabad,1-Feb-21
